"Story","Title","Result","Date","Stability","Duration (s)"
"Admin","POST - Admin","ERROR","2022-07-11T17:48:57.569162+07:00[Asia/Jakarta]","0.0","3.12"
"Login Super Admin","Login Super Admin","SUCCESS","2022-07-11T17:48:56.854267+07:00[Asia/Jakarta]","0.0","14.89"
